Flow ID,Source IP,Source Port,Destination IP,Destination Port,Protocol,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.10.3-192.168.10.17-53-50870-17,192.168.10.17,50870,192.168.10.3,53,17,7/7/2017 9:01,173,2,2,64,96.0,32,32,32.0,0.0,48,48,48.0,0.0,924855.4913,23121.38728,57.66666667,92.95339334,165.0,4,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,11560.69364,11560.69364,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-29137-17,192.168.10.17,29137,192.168.10.3,53,17,7/7/2017 9:01,180,2,2,64,158.0,32,32,32.0,0.0,79,79,79.0,0.0,1233333.333,22222.22222,60.0,103.058236,179.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,11111.11111,11111.11111,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-33185-17,192.168.10.17,33185,192.168.10.3,53,17,7/7/2017 9:01,164,2,2,88,188.0,44,44,44.0,0.0,94,94,94.0,0.0,1682926.829,24390.2439,54.66666667,88.62467677,157.0,3,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,12195.12195,12195.12195,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-46662-17,192.168.10.17,46662,192.168.10.3,53,17,7/7/2017 9:01,160,2,2,88,188.0,44,44,44.0,0.0,94,94,94.0,0.0,1725000.0,25000.0,53.33333333,86.31531343,153.0,3,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,12500.0,12500.0,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-19948-17,192.168.10.17,19948,192.168.10.3,53,17,7/7/2017 9:01,67211,2,2,78,206.0,39,39,39.0,0.0,103,103,103.0,0.0,4225.498802,59.51406764,22403.66667,38797.36074,67203.0,4,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,29.75703382,29.75703382,39,103,64.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,80.75,39.0,103.0,64,0,0,0,0,0,0,2,78,2,206,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-33874-17,192.168.10.17,33874,192.168.10.3,53,17,7/7/2017 9:01,170,2,2,48,48.0,24,24,24.0,0.0,24,24,24.0,0.0,564705.8824,23529.41176,56.66666667,57.49202843,118.0,4,4.0,4.0,0.0,4.0,4.0,48.0,48.0,0.0,48.0,48.0,0,0,0,0,64,64,11764.70588,11764.70588,24,24,24.0,0.0,0.0,0,0,0,0,0,0,0,0,1,30.0,24.0,24.0,64,0,0,0,0,0,0,2,48,2,48,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-14806-17,192.168.10.17,14806,192.168.10.3,53,17,7/7/2017 9:01,227,2,2,102,224.0,51,51,51.0,0.0,112,112,112.0,0.0,1436123.348,17621.14537,75.66666667,124.1303079,219.0,4,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,8810.572687,8810.572687,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-88-46469-17,192.168.10.17,46469,192.168.10.3,88,17,7/7/2017 9:01,366,2,2,352,358.0,176,176,176.0,0.0,179,179,179.0,0.0,1939890.71,10928.96175,122.0,204.3819953,358.0,4,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,5464.480874,5464.480874,176,179,177.2,1.643167673,2.7,0,0,0,0,0,0,0,0,1,221.5,176.0,179.0,64,0,0,0,0,0,0,2,352,2,358,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-88-47882-6,192.168.10.17,47882,192.168.10.3,88,6,7/7/2017 9:01,74,1,4,0,12.0,0,0,0.0,0.0,6,0,3.0,3.464101615,162162.1622,67567.56757,18.5,35.6697818,72.0,0,0.0,0.0,0.0,0.0,0.0,73.0,24.33333333,41.2835722,72.0,0.0,0,0,0,0,32,104,13513.51351,54054.05405,0,6,2.0,3.098386677,9.6,0,0,0,0,1,1,0,0,4,2.4,0.0,3.0,32,0,0,0,0,0,0,1,0,4,12,253,0,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-21912-17,192.168.10.17,21912,192.168.10.3,53,17,7/7/2017 9:01,127,2,2,102,224.0,51,51,51.0,0.0,112,112,112.0,0.0,2566929.134,31496.06299,42.33333333,68.99516891,122.0,2,3.0,3.0,0.0,3.0,3.0,2.0,2.0,0.0,2.0,2.0,0,0,0,0,64,64,15748.0315,15748.0315,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,64,0,0,0,0,0,0,2,102,2,224,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-3737-17,192.168.10.17,3737,192.168.10.3,53,17,7/7/2017 9:01,158,2,2,76,176.0,38,38,38.0,0.0,88,88,88.0,0.0,1594936.709,25316.4557,52.66666667,86.02519011,152.0,3,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,12658.22785,12658.22785,38,88,58.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,72.5,38.0,88.0,40,0,0,0,0,0,0,2,76,2,176,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-21914-17,192.168.10.17,21914,192.168.10.3,53,17,7/7/2017 9:01,61117,2,2,78,302.0,39,39,39.0,0.0,151,151,151.0,0.0,6217.582669,65.44823862,20372.33333,35281.58631,61112.0,1,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,32.72411931,32.72411931,39,151,83.8,61.34492644,3763.2,0,0,0,0,0,0,0,0,1,104.75,39.0,151.0,64,0,0,0,0,0,0,2,78,2,302,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-25838-17,192.168.10.17,25838,192.168.10.3,53,17,7/7/2017 9:01,169,2,2,64,96.0,32,32,32.0,0.0,48,48,48.0,0.0,946745.5621,23668.63905,56.33333333,91.51138363,162.0,3,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,11834.31953,11834.31953,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-42828-17,192.168.10.17,42828,192.168.10.3,53,17,7/7/2017 9:01,23577,2,2,64,160.0,32,32,32.0,0.0,80,80,80.0,0.0,9500.784663,169.656869,7859.0,13606.99114,23571.0,3,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,84.82843449,84.82843449,32,80,51.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,64.0,32.0,80.0,64,0,0,0,0,0,0,2,64,2,160,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-19680-17,192.168.10.17,19680,192.168.10.3,53,17,7/7/2017 9:01,190,2,2,138,238.0,69,69,69.0,0.0,119,119,119.0,0.0,1978947.368,21052.63158,63.33333333,107.1089788,187.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,40,40,10526.31579,10526.31579,69,119,89.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,111.25,69.0,119.0,40,0,0,0,0,0,0,2,138,2,238,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-59333-17,192.168.10.17,59333,192.168.10.3,53,17,7/7/2017 9:01,154,2,2,88,188.0,44,44,44.0,0.0,94,94,94.0,0.0,1792207.792,25974.02597,51.33333333,82.85127237,147.0,3,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,12987.01299,12987.01299,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-1397-17,192.168.10.17,1397,192.168.10.3,53,17,7/7/2017 9:01,176,2,2,64,158.0,32,32,32.0,0.0,79,79,79.0,0.0,1261363.636,22727.27273,58.66666667,99.88159657,174.0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,11363.63636,11363.63636,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-41732-17,192.168.10.17,41732,192.168.10.3,53,17,7/7/2017 9:01,23932,2,2,78,206.0,39,39,39.0,0.0,103,103,103.0,0.0,11866.95638,167.1402307,7977.333333,13811.08447,23925.0,3,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,83.57011533,83.57011533,39,103,64.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,80.75,39.0,103.0,64,0,0,0,0,0,0,2,78,2,206,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-31328-17,192.168.10.17,31328,192.168.10.3,53,17,7/7/2017 9:01,24452,2,2,78,188.0,39,39,39.0,0.0,94,94,94.0,0.0,10878.45575,163.5858008,8150.666667,14113.03873,24447.0,1,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,81.79290038,81.79290038,39,94,61.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,76.25,39.0,94.0,64,0,0,0,0,0,0,2,78,2,188,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.8-224.0.0.252-61303-5355-17,192.168.10.8,61303,224.0.0.252,5355,17,7/7/2017 9:01,104897,24,0,672,0.0,28,28,28.0,0.0,0,0,0.0,0.0,6406.28426,228.7958664,4560.73913,21847.68918,104783.0,1,104897.0,4560.73913,21847.68918,104783.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,768,0,228.7958664,0.0,28,28,28.0,0.0,0.0,0,0,0,0,0,0,0,0,0,29.16666667,28.0,0.0,768,0,0,0,0,0,0,24,672,0,0,-1,-1,23,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-3378-17,192.168.10.17,3378,192.168.10.3,53,17,7/7/2017 9:01,84177,2,2,78,206.0,39,39,39.0,0.0,103,103,103.0,0.0,3373.843211,47.51891847,28059.0,48593.55143,84170.0,3,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,23.75945923,23.75945923,39,103,64.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,80.75,39.0,103.0,64,0,0,0,0,0,0,2,78,2,206,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-59322-17,192.168.10.17,59322,192.168.10.3,53,17,7/7/2017 9:01,186,2,2,48,48.0,24,24,24.0,0.0,24,24,24.0,0.0,516129.0323,21505.37634,62.0,105.6550993,184.0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,10752.68817,10752.68817,24,24,24.0,0.0,0.0,0,0,0,0,0,0,0,0,1,30.0,24.0,24.0,64,0,0,0,0,0,0,2,48,2,48,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-17299-17,192.168.10.17,17299,192.168.10.3,53,17,7/7/2017 9:01,161660,2,2,78,188.0,39,39,39.0,0.0,94,94,94.0,0.0,1645.428677,24.74328838,53886.66667,93331.84645,161657.0,0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,12.37164419,12.37164419,39,94,61.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,76.25,39.0,94.0,64,0,0,0,0,0,0,2,78,2,188,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-50074-17,192.168.10.17,50074,192.168.10.3,53,17,7/7/2017 9:01,202,2,2,102,224.0,51,51,51.0,0.0,112,112,112.0,0.0,1613861.386,19801.9802,67.33333333,74.21814693,149.0,4,4.0,4.0,0.0,4.0,4.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,40,40,9900.990099,9900.990099,51,112,75.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,94.25,51.0,112.0,40,0,0,0,0,0,0,2,102,2,224,-1,-1,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-17443-17,192.168.10.17,17443,192.168.10.3,53,17,7/7/2017 9:01,66630,2,2,78,206.0,39,39,39.0,0.0,103,103,103.0,0.0,4262.344289,60.03301816,22210.0,38462.78626,66623.0,3,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,30.01650908,30.01650908,39,103,64.6,35.05424368,1228.8,0,0,0,0,0,0,0,0,1,80.75,39.0,103.0,64,0,0,0,0,0,0,2,78,2,206,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-54574-17,192.168.10.17,54574,192.168.10.3,53,17,7/7/2017 9:01,177,2,2,64,158.0,32,32,32.0,0.0,79,79,79.0,0.0,1254237.288,22598.87006,59.0,100.4589468,175.0,1,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,11299.43503,11299.43503,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-389-51958-6,192.168.10.3,389,192.168.10.17,51958,6,7/7/2017 9:01,50,4,0,12,0.0,6,0,3.0,3.464101615,0,0,0.0,0.0,240000.0,80000.0,16.66666667,27.13546265,48.0,1,50.0,16.66666667,27.13546265,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,104,0,80000.0,0.0,0,6,2.4,3.286335345,10.8,0,0,0,0,1,0,0,0,0,3.0,3.0,0.0,104,0,0,0,0,0,0,4,12,0,0,2081,-1,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-52635-17,192.168.10.17,52635,192.168.10.3,53,17,7/7/2017 9:01,77733,2,2,78,188.0,39,39,39.0,0.0,94,94,94.0,0.0,3421.970077,51.45819665,25911.0,44874.83837,77728.0,1,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,25.72909832,25.72909832,39,94,61.0,30.12474066,907.5,0,0,0,0,0,0,0,0,1,76.25,39.0,94.0,64,0,0,0,0,0,0,2,78,2,188,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-34739-17,192.168.10.17,34739,192.168.10.3,53,17,7/7/2017 9:01,164,2,2,64,96.0,32,32,32.0,0.0,48,48,48.0,0.0,975609.7561,24390.2439,54.66666667,89.48929172,158.0,3,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,12195.12195,12195.12195,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-19428-17,192.168.10.17,19428,192.168.10.3,53,17,7/7/2017 9:01,167,2,2,48,48.0,24,24,24.0,0.0,24,24,24.0,0.0,574850.2994,23952.09581,55.66666667,95.55277774,166.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,64,64,11976.0479,11976.0479,24,24,24.0,0.0,0.0,0,0,0,0,0,0,0,0,1,30.0,24.0,24.0,64,0,0,0,0,0,0,2,48,2,48,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-57980-17,192.168.10.17,57980,192.168.10.3,53,17,7/7/2017 9:01,168,2,2,88,188.0,44,44,44.0,0.0,94,94,94.0,0.0,1642857.143,23809.52381,56.0,90.93404203,161.0,3,3.0,3.0,0.0,3.0,3.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,11904.7619,11904.7619,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-17660-17,192.168.10.17,17660,192.168.10.3,53,17,7/7/2017 9:01,230,2,2,64,158.0,32,32,32.0,0.0,79,79,79.0,0.0,965217.3913,17391.30435,76.66666667,93.61801821,181.0,0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,49.0,49.0,0,0,0,0,64,64,8695.652174,8695.652174,32,79,50.8,25.7429602,662.7,0,0,0,0,0,0,0,0,1,63.5,32.0,79.0,64,0,0,0,0,0,0,2,64,2,158,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-17121-17,192.168.10.17,17121,192.168.10.3,53,17,7/7/2017 9:01,166,2,2,64,96.0,32,32,32.0,0.0,48,48,48.0,0.0,963855.4217,24096.38554,55.33333333,90.64399226,160.0,3,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,12048.19277,12048.19277,32,48,38.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,48.0,32.0,48.0,64,0,0,0,0,0,0,2,64,2,96,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-54723-17,192.168.10.17,54723,192.168.10.3,53,17,7/7/2017 9:01,156,2,2,88,188.0,44,44,44.0,0.0,94,94,94.0,0.0,1769230.769,25641.02564,52.0,84.87048957,150.0,3,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,12820.51282,12820.51282,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-58108-17,192.168.10.17,58108,192.168.10.3,53,17,7/7/2017 9:01,23995,2,2,64,176.0,32,32,32.0,0.0,88,88,88.0,0.0,10002.08377,166.7013961,7998.333333,13849.18966,23990.0,1,1.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,83.35069806,83.35069806,32,88,54.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,68.0,32.0,88.0,64,0,0,0,0,0,0,2,64,2,176,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-53-23282-17,192.168.10.17,23282,192.168.10.3,53,17,7/7/2017 9:01,156,2,2,88,188.0,44,44,44.0,0.0,94,94,94.0,0.0,1769230.769,25641.02564,52.0,84.87048957,150.0,3,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,12820.51282,12820.51282,44,94,64.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,80.0,44.0,94.0,64,0,0,0,0,0,0,2,88,2,188,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.17-88-53177-17,192.168.10.17,53177,192.168.10.3,88,17,7/7/2017 9:01,673,2,2,500,2860.0,250,250,250.0,0.0,1430,1430,1430.0,0.0,4992570.579,5943.536404,224.3333333,381.6285279,665.0,4,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,2971.768202,2971.768202,250,1430,722.0,646.3126179,417720.0,0,0,0,0,0,0,0,0,1,902.5,250.0,1430.0,64,0,0,0,0,0,0,2,500,2,2860,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.17-206.108.0.131-123-123-17,192.168.10.17,123,206.108.0.131,123,17,7/7/2017 9:01,110021390,10,10,480,480.0,48,48,48.0,0.0,48,48,48.0,0.0,8.725575999,0.181782833,5790599.474,14700000.0,62000000.0,22005,110000000.0,12200000.0,20000000.0,62000000.0,1999375.0,110000000.0,12200000.0,20000000.0,62000000.0,1999238.0,0,0,0,0,284,308,0.090891417,0.090891417,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,50.4,48.0,48.0,284,0,0,0,0,0,0,10,480,10,480,-1,-1,9,20,4021998.333,3464009.249,6022209.0,22105.0,32600000.0,25600000.0,62000000.0,15000000.0,BENIGN
192.168.10.3-192.168.10.8-53-65087-17,192.168.10.8,65087,192.168.10.3,53,17,7/7/2017 9:01,576,2,2,252,252.0,126,126,126.0,0.0,126,126,126.0,0.0,875000.0,6944.444444,192.0,325.6255518,568.0,4,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0,0,0,0,64,64,3472.222222,3472.222222,126,126,126.0,0.0,0.0,0,0,0,0,0,0,0,0,1,157.5,126.0,126.0,64,0,0,0,0,0,0,2,252,2,252,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.8-53-60442-17,192.168.10.8,60442,192.168.10.3,53,17,7/7/2017 9:01,180,2,2,86,240.0,43,43,43.0,0.0,120,120,120.0,0.0,1811111.111,22222.22222,60.0,98.72689603,174.0,3,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,11111.11111,11111.11111,43,120,73.8,42.17463693,1778.7,0,0,0,0,0,0,0,0,1,92.25,43.0,120.0,64,0,0,0,0,0,0,2,86,2,240,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.8-53-57506-17,192.168.10.8,57506,192.168.10.3,53,17,7/7/2017 9:01,655,2,2,206,206.0,103,103,103.0,0.0,103,103,103.0,0.0,629007.6336,6106.870229,218.3333333,372.9682739,649.0,3,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,3053.435115,3053.435115,103,103,103.0,0.0,0.0,0,0,0,0,0,0,0,0,1,128.75,103.0,103.0,64,0,0,0,0,0,0,2,206,2,206,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
192.168.10.3-192.168.10.8-53-60890-17,192.168.10.8,60890,192.168.10.3,53,17,7/7/2017 9:01,220,2,2,80,212.0,40,40,40.0,0.0,106,106,106.0,0.0,1327272.727,18181.81818,73.33333333,120.9559148,213.0,3,4.0,4.0,0.0,4.0,4.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,64,64,9090.909091,9090.909091,40,106,66.4,36.1496888,1306.8,0,0,0,0,0,0,0,0,1,83.0,40.0,106.0,64,0,0,0,0,0,0,2,80,2,212,-1,-1,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BENIGN
